date;P
2018-08-07;211,13
2018-08-08;211,1
2018-08-09;211,07
2018-08-10;211,01
2018-08-11;211
2018-08-12;211,07
2018-08-13;211,07
2018-08-14;211,02
2018-08-15;210,96
2018-08-16;210,97
2018-08-17;210,96
2018-08-18;210,92
2018-08-19;210,92
2018-08-20;210,92
2018-08-21;210,92
2018-08-22;210,93
2018-08-23;210,93
2018-08-24;210,91
2018-08-25;210,91
2018-08-26;210,92
2018-08-27;210,91
2018-08-28;210,86
2018-08-29;210,86
2018-08-30;210,78
2018-08-31;210,77
2018-09-01;210,74
2018-09-02;210,73
2018-09-03;210,72
2018-09-04;210,72
2018-09-05;210,7
2018-09-06;210,69
2018-09-07;210,68
2018-09-08;210,64
2018-09-09;210,63
2018-09-10;210,59
2018-09-11;210,57
2018-09-12;210,57
2018-09-13;210,55
2018-09-14;210,53
2018-09-15;210,5
2018-09-16;210,5
2018-09-17;210,53
2018-09-18;210,53
2018-09-19;210,47
2018-09-20;210,46
2018-09-21;210,49
2018-09-22;210,44
2018-09-23;210,43
2018-09-24;210,34
2018-09-25;210,35
2018-09-26;210,36
2018-09-27;210,38
2018-09-28;210,37
2018-09-29;210,35
2018-09-30;210,35
2018-10-01;210,33
2018-10-02;210,3
2018-10-03;210,28
2018-10-04;210,28
2018-10-05;210,3
2018-10-06;210,33
2018-10-07;210,3
2018-10-08;210,28
2018-10-09;210,32
2018-10-10;210,37
2018-10-11;210,39
2018-10-12;210,33
2018-10-13;210,34
2018-10-14;210,37
2018-10-15;210,35
2018-10-16;210,3
2018-10-17;210,26
2018-10-18;210,24
2018-10-19;210,22
2018-10-20;210,19
2018-10-21;210,19
2018-10-22;210,18
2018-10-23;210,16
2018-10-24;210,16
2018-10-25;210,18
2018-10-26;210,2
2018-10-27;210,19
2018-10-28;210,19
2018-10-29;210,25
2018-10-30;210,25
2018-10-31;210,21
2018-11-01;210,21
2018-11-02;210,16
2018-11-03;210,14
2018-11-04;210,21
2018-11-05;210,23
2018-11-06;210,22
2018-11-07;210,23
2018-11-08;210,23
2018-11-09;210,19
2018-11-10;210,21
2018-11-11;210,19
2018-11-12;210,14
2018-11-13;210,1
2018-11-14;210,14
2018-11-15;210,16
2018-11-16;210,16
2018-11-17;210,18
2018-11-18;210,19
2018-11-19;210,24
2018-11-20;210,28
2018-11-21;210,26
2018-11-22;210,22
2018-11-23;210,24
2018-11-24;210,25
2018-11-25;210,26
2018-11-26;210,22
2018-11-27;210,21
2018-11-28;210,23
2018-11-29;210,28
2018-11-30;210,27
2018-12-01;210,35
2018-12-02;210,39
2018-12-03;210,43
2018-12-04;210,4
2018-12-05;210,52
2018-12-06;210,54
2018-12-07;210,67
2018-12-08;210,73
2018-12-09;210,76
2018-12-10;210,72
2018-12-11;210,82
2018-12-12;210,9
2018-12-13;210,96
2018-12-14;210,93
2018-12-15;211,02
2018-12-16;211,04
2018-12-17;211,02
2018-12-18;211,11
2018-12-19;211,12
2018-12-20;211,13
2018-12-21;211,18
2018-12-22;211,13
2018-12-23;211,14
2018-12-24;211,13
2018-12-25;211,15
2018-12-26;211,23
2018-12-27;211,26
2018-12-28;211,25
2018-12-29;211,22
2018-12-30;211,22
2018-12-31;211,24
2019-01-01;211,25
2019-01-02;211,24
2019-01-03;211,23
2019-01-04;211,24
2019-01-05;211,26
2019-01-06;211,27
2019-01-07;211,29
2019-01-08;211,33
2019-01-09;211,34
2019-01-10;211,32
2019-01-11;211,31
2019-01-12;211,32
2019-01-13;211,36
2019-01-14;211,36
2019-01-15;211,32
2019-01-16;211,4
2019-01-17;211,41
2019-01-18;211,33
2019-01-19;211,38
2019-01-20;211,36
2019-01-21;211,26
2019-01-22;211,39
2019-01-23;211,42
2019-01-24;211,34
2019-01-25;211,31
2019-01-26;211,44
2019-01-27;211,5
2019-01-28;211,43
2019-01-29;211,52
2019-01-30;211,51
2019-01-31;211,62
2019-02-01;211,63
2019-02-02;211,55
2019-02-03;211,38
2019-02-04;211,41
2019-02-05;211,41
2019-02-06;211,5
2019-02-07;211,53
2019-02-08;211,62
2019-02-09;211,62
2019-02-10;211,68
2019-02-11;211,57
2019-02-12;211,46
2019-02-13;211,5
2019-02-14;211,53
2019-02-15;211,57
2019-02-16;211,59
2019-02-17;211,63
2019-02-18;211,62
2019-02-19;211,59
2019-02-20;211,57
2019-02-21;211,52
2019-02-22;211,47
2019-02-23;211,46
2019-02-24;211,45
2019-02-25;211,44
2019-02-26;211,46
2019-02-27;211,5
2019-02-28;211,51
2019-03-01;211,51
2019-03-02;211,54
2019-03-03;211,61
2019-03-04;211,66
2019-03-05;211,55
2019-03-06;211,62
2019-03-07;211,6
2019-03-08;211,46
2019-03-09;211,4
2019-03-10;211,43
2019-03-11;211,34
2019-03-12;211,46
2019-03-13;211,45
2019-03-14;211,46
2019-03-15;211,47
2019-03-16;211,58
2019-03-17;211,61
2019-03-18;211,53
2019-03-19;211,5
2019-03-20;211,47
2019-03-21;211,5
2019-03-22;211,55
2019-03-23;211,55
2019-03-24;211,55
2019-03-25;211,55
2019-03-26;211,53
2019-03-27;211,53
2019-03-28;211,53
2019-03-29;211,59
2019-03-30;211,62
2019-03-31;211,62
2019-04-01;211,63
2019-04-02;211,67
2019-04-03;211,71
2019-04-04;211,72
2019-04-05;211,68
2019-04-06;211,64
2019-04-07;211,61
2019-04-08;211,53
2019-04-09;211,51
2019-04-10;211,5
2019-04-11;211,44
2019-04-12;211,41
2019-04-13;211,41
2019-04-14;211,42
2019-04-15;211,49
2019-04-16;211,49
2019-04-17;211,46
2019-04-18;211,45
2019-04-19;211,41
2019-04-20;211,39
2019-04-21;211,46
2019-04-22;211,55
2019-04-23;211,57
2019-04-24;211,58
